loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2082,0, Not Graduate, Yes,8600000,23000000,14,678,18800000.0,16400000.0,22900000.0,12000000.0, Approved
2083,5, Graduate, Yes,2400000,8900000,2,745,1700000.0,2000000.0,9200000.0,2100000.0, Approved
2084,1, Graduate, No,2400000,8900000,8,835,2400000.0,1200000.0,5500000.0,1100000.0, Approved
2085,5, Not Graduate, Yes,6000000,12100000,20,848,13900000.0,4800000.0,18000000.0,3600000.0, Approved
2088,0, Graduate, Yes,5400000,19500000,16,758,2600000.0,2700000.0,18300000.0,6000000.0, Approved
2089,0, Not Graduate, Yes,1400000,3700000,4,841,3000000.0,1000000.0,4600000.0,1000000.0, Approved
2092,0, Graduate, No,4100000,14400000,4,844,2700000.0,6000000.0,9900000.0,4200000.0, Approved
2094,1, Not Graduate, No,4600000,13900000,8,520,13300000.0,6400000.0,9800000.0,2200000.0, Rejected
2095,1, Graduate, Yes,3300000,7500000,12,648,6400000.0,1700000.0,8700000.0,1600000.0, Approved
2099,1, Graduate, Yes,4900000,15200000,10,429,5700000.0,7300000.0,14400000.0,3300000.0, Rejected
2100,3, Graduate, Yes,6100000,18100000,14,538,11800000.0,4200000.0,16200000.0,7500000.0, Rejected
2103,1, Not Graduate, No,7900000,29300000,2,771,17600000.0,12800000.0,20400000.0,4000000.0, Approved
2106,0, Not Graduate, No,5600000,19300000,18,544,6400000.0,2800000.0,19900000.0,6400000.0, Rejected
2108,4, Not Graduate, Yes,6400000,18400000,16,320,17700000.0,3600000.0,13900000.0,8300000.0, Rejected
2111,2, Graduate, Yes,1100000,3700000,2,806,2700000.0,800000.0,2900000.0,500000.0, Approved
2113,5, Graduate, Yes,9200000,28800000,20,618,14300000.0,10800000.0,33900000.0,10600000.0, Approved
2114,2, Not Graduate, Yes,8300000,20600000,12,729,22400000.0,9000000.0,31400000.0,8400000.0, Approved
2115,5, Not Graduate, Yes,5000000,10600000,6,839,12600000.0,8600000.0,19800000.0,3500000.0, Approved
2116,3, Graduate, No,2200000,6400000,2,318,1400000.0,2100000.0,4300000.0,1500000.0, Rejected
2117,2, Graduate, No,4500000,9600000,16,404,1800000.0,6000000.0,17000000.0,2700000.0, Rejected
2120,1, Not Graduate, No,6600000,20700000,4,415,12800000.0,11900000.0,17700000.0,3900000.0, Approved
2122,0, Not Graduate, No,6300000,13300000,2,666,8800000.0,4000000.0,14200000.0,4900000.0, Approved
2123,2, Graduate, No,4700000,17700000,14,675,5800000.0,7200000.0,13100000.0,6500000.0, Approved
2124,0, Graduate, No,4100000,15400000,16,304,3000000.0,5200000.0,16200000.0,3100000.0, Rejected
2127,4, Graduate, No,5600000,20300000,20,596,5100000.0,10900000.0,12700000.0,7900000.0, Approved
2128,4, Graduate, No,3400000,8300000,2,567,5700000.0,1900000.0,10200000.0,2700000.0, Approved
2129,3, Not Graduate, No,4500000,16100000,16,671,10500000.0,3600000.0,12400000.0,5800000.0, Approved
2132,5, Graduate, No,500000,1200000,12,454,1400000.0,500000.0,1000000.0,300000.0, Rejected
2133,0, Graduate, Yes,5900000,15200000,16,399,15200000.0,3200000.0,12200000.0,6500000.0, Rejected
2134,0, Graduate, No,7100000,20700000,10,784,9500000.0,11400000.0,27900000.0,8600000.0, Approved
2136,0, Graduate, Yes,6400000,16900000,16,759,16200000.0,7100000.0,15200000.0,3100000.0, Approved
2137,2, Graduate, No,7100000,21400000,12,699,11400000.0,13400000.0,22600000.0,4800000.0, Approved
2139,3, Not Graduate, Yes,6600000,25200000,20,598,13100000.0,3600000.0,20700000.0,8600000.0, Approved
2140,4, Graduate, Yes,8800000,27100000,2,406,16300000.0,6200000.0,26100000.0,5800000.0, Approved
2141,2, Not Graduate, No,4800000,15800000,20,860,1700000.0,3300000.0,13400000.0,5100000.0, Approved
2145,5, Not Graduate, Yes,6600000,16000000,12,811,13100000.0,5000000.0,14700000.0,5000000.0, Approved
2147,3, Not Graduate, No,7400000,23400000,16,700,19300000.0,3000000.0,20700000.0,8900000.0, Approved
2148,0, Not Graduate, Yes,4500000,12400000,18,719,10300000.0,200000.0,9200000.0,3100000.0, Approved
2149,1, Not Graduate, Yes,9500000,30500000,12,430,5400000.0,8000000.0,30800000.0,10500000.0, Rejected
2151,2, Graduate, No,4000000,13000000,4,695,6400000.0,6900000.0,15400000.0,4300000.0, Approved
2153,3, Graduate, No,3500000,8500000,18,609,7300000.0,0.0,12700000.0,2500000.0, Approved
2154,3, Graduate, Yes,9700000,36000000,6,631,3500000.0,5500000.0,28500000.0,7500000.0, Approved
2155,0, Not Graduate, No,3400000,10800000,6,439,5300000.0,1400000.0,11600000.0,1900000.0, Rejected
2157,4, Graduate, No,3800000,10400000,10,833,7500000.0,2500000.0,14100000.0,4200000.0, Approved
2159,2, Graduate, No,2500000,8700000,4,684,0.0,600000.0,9700000.0,2600000.0, Approved
2160,0, Not Graduate, Yes,7000000,24600000,6,542,6400000.0,2600000.0,24500000.0,4700000.0, Rejected
2161,1, Not Graduate, No,5300000,11500000,8,753,10000000.0,4200000.0,14400000.0,3000000.0, Approved
2162,0, Not Graduate, No,6400000,14200000,2,512,1600000.0,9200000.0,23100000.0,3500000.0, Rejected
2163,3, Not Graduate, No,3400000,8100000,12,385,6100000.0,4000000.0,10700000.0,4000000.0, Rejected
2164,4, Not Graduate, No,6700000,18800000,2,749,15600000.0,7900000.0,19900000.0,8600000.0, Approved
2166,4, Graduate, Yes,900000,2500000,4,583,1300000.0,800000.0,1800000.0,1100000.0, Approved
2167,0, Graduate, No,5100000,19900000,18,655,4400000.0,0.0,17100000.0,7100000.0, Approved
2168,0, Not Graduate, Yes,7000000,20900000,20,380,11800000.0,10800000.0,21100000.0,6200000.0, Rejected
2169,3, Graduate, Yes,4100000,14700000,6,679,6600000.0,3700000.0,10500000.0,5600000.0, Approved
2170,2, Graduate, No,4600000,14800000,6,410,12900000.0,6800000.0,16100000.0,5800000.0, Rejected
2171,2, Graduate, Yes,3600000,11500000,8,590,1600000.0,5200000.0,10900000.0,3000000.0, Approved
2173,2, Graduate, No,600000,2100000,16,425,900000.0,500000.0,2300000.0,300000.0, Rejected
2174,0, Graduate, No,4900000,16400000,2,383,3300000.0,3500000.0,15000000.0,5800000.0, Approved
2175,5, Graduate, Yes,6400000,23900000,6,406,14700000.0,12400000.0,25400000.0,4300000.0, Rejected
2176,2, Graduate, No,7000000,19800000,10,563,3900000.0,9400000.0,22800000.0,8000000.0, Approved
2177,3, Graduate, Yes,6700000,13400000,14,782,4900000.0,4000000.0,25800000.0,9600000.0, Approved
2178,1, Not Graduate, Yes,800000,2200000,4,852,900000.0,200000.0,2200000.0,1000000.0, Approved
2179,5, Not Graduate, No,7600000,27800000,2,753,18400000.0,12200000.0,16900000.0,8000000.0, Approved
2182,3, Not Graduate, No,7200000,20800000,16,560,2100000.0,10700000.0,21100000.0,3600000.0, Approved
2183,3, Graduate, No,5600000,20600000,6,487,6400000.0,9700000.0,20200000.0,4100000.0, Rejected
2188,5, Graduate, No,6600000,21400000,10,447,12700000.0,11100000.0,20200000.0,6400000.0, Rejected
2192,0, Not Graduate, Yes,3600000,9900000,12,641,10300000.0,2400000.0,9100000.0,2700000.0, Approved
2194,0, Graduate, Yes,7800000,23300000,10,587,12500000.0,9300000.0,27500000.0,9700000.0, Approved
2195,3, Not Graduate, No,5700000,15400000,16,424,4700000.0,3000000.0,16400000.0,5600000.0, Rejected
2196,5, Graduate, No,6300000,20500000,14,515,4300000.0,3600000.0,18300000.0,9100000.0, Rejected
2197,5, Not Graduate, Yes,2300000,4700000,18,592,1600000.0,3900000.0,6200000.0,2800000.0, Approved
2198,4, Graduate, Yes,9600000,19900000,6,319,3200000.0,16500000.0,28100000.0,6600000.0, Rejected
2199,1, Not Graduate, Yes,1000000,3900000,16,360,2500000.0,300000.0,2100000.0,600000.0, Rejected
2200,5, Graduate, Yes,7200000,27100000,12,535,8400000.0,12800000.0,28100000.0,4800000.0, Rejected
2202,4, Not Graduate, Yes,9300000,24600000,16,419,18100000.0,0.0,26700000.0,5100000.0, Rejected
2203,2, Not Graduate, Yes,7200000,21900000,12,640,0.0,11400000.0,14600000.0,3800000.0, Approved
2205,4, Graduate, No,4500000,15300000,10,843,13200000.0,6900000.0,10800000.0,2200000.0, Approved
2206,1, Not Graduate, Yes,9900000,30900000,20,559,12100000.0,6100000.0,38600000.0,12100000.0, Approved
2209,1, Graduate, Yes,300000,1000000,14,324,100000.0,100000.0,1100000.0,100000.0, Rejected
2210,5, Not Graduate, Yes,5400000,16700000,2,354,1100000.0,4500000.0,19300000.0,5200000.0, Approved
2211,4, Not Graduate, Yes,2800000,8400000,10,521,1500000.0,1200000.0,9100000.0,3700000.0, Rejected
2212,5, Not Graduate, Yes,4900000,15900000,8,505,12400000.0,4900000.0,14900000.0,6100000.0, Rejected
2213,4, Not Graduate, No,600000,1700000,12,436,400000.0,0.0,1700000.0,700000.0, Rejected
2215,0, Graduate, No,1800000,5800000,18,348,2900000.0,700000.0,6700000.0,1000000.0, Rejected
2218,2, Graduate, Yes,6700000,25500000,10,673,11100000.0,8600000.0,25100000.0,5000000.0, Approved
2219,3, Not Graduate, No,4300000,12600000,18,482,9300000.0,900000.0,13200000.0,6100000.0, Rejected
2220,3, Graduate, Yes,7800000,19600000,4,767,18100000.0,10500000.0,20500000.0,7700000.0, Approved
2222,0, Not Graduate, No,500000,1900000,2,857,1100000.0,500000.0,1800000.0,300000.0, Approved
2224,3, Graduate, No,2500000,9300000,4,810,2700000.0,3300000.0,9400000.0,3700000.0, Approved
2225,4, Not Graduate, No,3000000,7200000,2,680,900000.0,3400000.0,9600000.0,1700000.0, Approved
2226,5, Not Graduate, Yes,7000000,26900000,4,889,1400000.0,4200000.0,22400000.0,7400000.0, Approved
2228,5, Not Graduate, No,5200000,13700000,16,531,8800000.0,4500000.0,15700000.0,2900000.0, Rejected
2230,1, Not Graduate, Yes,2400000,8800000,18,414,3600000.0,2200000.0,7100000.0,2500000.0, Rejected
2232,4, Not Graduate, Yes,9400000,20000000,12,817,3600000.0,1600000.0,34400000.0,8000000.0, Approved
2235,2, Not Graduate, No,4100000,16200000,6,546,3500000.0,3100000.0,15100000.0,3700000.0, Rejected
2237,0, Graduate, No,4300000,16900000,8,884,6500000.0,5400000.0,12000000.0,3700000.0, Approved
2238,5, Not Graduate, No,9300000,22000000,4,822,20900000.0,10000000.0,24200000.0,12100000.0, Approved
2239,4, Not Graduate, No,6000000,18700000,2,623,4300000.0,4000000.0,19100000.0,5700000.0, Approved
2240,1, Not Graduate, Yes,5300000,18900000,16,361,300000.0,5000000.0,11900000.0,5500000.0, Rejected
2241,5, Not Graduate, Yes,7400000,16200000,2,778,17000000.0,2700000.0,19400000.0,9200000.0, Approved
2244,3, Graduate, No,8200000,28300000,2,530,15000000.0,10500000.0,20200000.0,12100000.0, Approved
2245,3, Not Graduate, No,3300000,9300000,12,324,5300000.0,2600000.0,7500000.0,2000000.0, Rejected
2246,4, Graduate, Yes,2500000,9000000,10,394,6700000.0,2000000.0,7300000.0,3000000.0, Rejected
2248,5, Not Graduate, No,1000000,2300000,16,423,1700000.0,700000.0,2900000.0,1400000.0, Rejected
2249,5, Graduate, Yes,6200000,12800000,2,539,5600000.0,9800000.0,22300000.0,4800000.0, Rejected
2253,0, Not Graduate, Yes,1800000,3700000,2,505,3900000.0,2400000.0,4500000.0,1400000.0, Rejected
2254,0, Graduate, Yes,2300000,7900000,10,430,6600000.0,2800000.0,8100000.0,1900000.0, Rejected
2256,1, Not Graduate, No,8900000,24000000,6,380,16500000.0,7400000.0,27700000.0,7500000.0, Rejected
2257,3, Graduate, No,8000000,18600000,20,565,1600000.0,8600000.0,22500000.0,9400000.0, Approved
2258,4, Graduate, Yes,7900000,26900000,14,446,17900000.0,7300000.0,16500000.0,8200000.0, Rejected
2259,5, Graduate, Yes,6700000,20200000,8,406,6900000.0,4900000.0,15300000.0,7100000.0, Rejected
2260,4, Not Graduate, No,2400000,6000000,6,712,6800000.0,2200000.0,6000000.0,1200000.0, Approved
2261,4, Not Graduate, No,8600000,22600000,14,729,300000.0,16200000.0,20500000.0,11900000.0, Approved
2262,1, Not Graduate, Yes,5300000,14600000,20,508,11200000.0,2800000.0,17000000.0,4600000.0, Rejected
2265,5, Graduate, No,8200000,18500000,4,394,9600000.0,5700000.0,27400000.0,11100000.0, Rejected
2266,0, Not Graduate, Yes,3700000,9700000,12,501,2600000.0,6600000.0,9200000.0,4600000.0, Rejected
2267,5, Not Graduate, Yes,9200000,36300000,2,655,3000000.0,1200000.0,32200000.0,8700000.0, Approved
2268,4, Not Graduate, No,6100000,20900000,4,662,10200000.0,7000000.0,23300000.0,4100000.0, Approved
2269,2, Graduate, Yes,8800000,30800000,20,820,700000.0,4800000.0,25900000.0,12700000.0, Approved
2271,3, Graduate, No,7200000,27900000,12,473,21100000.0,8800000.0,27800000.0,8700000.0, Rejected
2273,5, Graduate, No,8000000,23100000,20,461,5900000.0,2400000.0,29300000.0,7200000.0, Rejected
2274,4, Graduate, Yes,6900000,13800000,16,715,2100000.0,6100000.0,20900000.0,8200000.0, Approved
2275,0, Not Graduate, Yes,4300000,15600000,18,440,6200000.0,1300000.0,10000000.0,4700000.0, Rejected
2276,3, Not Graduate, Yes,8500000,24900000,18,749,9600000.0,1200000.0,31700000.0,10100000.0, Approved
2279,3, Not Graduate, Yes,5800000,13600000,12,321,1700000.0,3300000.0,22300000.0,3400000.0, Rejected
2280,3, Graduate, Yes,1000000,2300000,10,303,1000000.0,400000.0,2500000.0,1000000.0, Rejected
2281,0, Not Graduate, Yes,1700000,5400000,8,682,2400000.0,1000000.0,3900000.0,2100000.0, Approved
2283,0, Graduate, Yes,7500000,16600000,14,440,17200000.0,14500000.0,24100000.0,10300000.0, Rejected
2285,3, Not Graduate, No,9100000,19700000,20,437,6300000.0,13700000.0,23700000.0,12900000.0, Rejected
2287,4, Graduate, No,7100000,27200000,16,824,2400000.0,8000000.0,22400000.0,3900000.0, Approved
2288,2, Not Graduate, No,200000,800000,6,338,100000.0,0.0,400000.0,100000.0, Rejected
2291,2, Not Graduate, Yes,5100000,19700000,2,733,0.0,4500000.0,12900000.0,6200000.0, Approved
2292,3, Graduate, Yes,4100000,10600000,14,475,5400000.0,4300000.0,13900000.0,4500000.0, Rejected
2293,1, Not Graduate, No,7200000,15000000,10,677,10600000.0,3900000.0,24500000.0,4100000.0, Approved
2294,3, Not Graduate, No,7800000,17700000,6,403,12600000.0,3700000.0,24700000.0,10000000.0, Rejected
2296,3, Graduate, Yes,6400000,21000000,2,813,3900000.0,10900000.0,20500000.0,4400000.0, Approved
2297,4, Graduate, No,7000000,25700000,20,597,19900000.0,13500000.0,27500000.0,10100000.0, Approved
2305,1, Graduate, No,8300000,24900000,10,642,11500000.0,15400000.0,21600000.0,5800000.0, Approved
2312,5, Graduate, Yes,300000,700000,10,586,0.0,400000.0,1000000.0,100000.0, Approved
2313,2, Graduate, No,2200000,7000000,6,777,6100000.0,400000.0,4400000.0,3300000.0, Approved
2315,4, Graduate, No,7200000,23100000,12,632,4600000.0,8500000.0,19400000.0,4400000.0, Approved
2317,4, Graduate, Yes,8600000,27900000,8,458,22400000.0,1800000.0,34000000.0,11700000.0, Rejected
2318,2, Graduate, Yes,2300000,5400000,8,364,4500000.0,500000.0,7000000.0,2000000.0, Rejected
2319,2, Not Graduate, Yes,9600000,29800000,16,499,28500000.0,6300000.0,31800000.0,7400000.0, Rejected
2322,1, Not Graduate, Yes,3900000,8700000,8,817,900000.0,2500000.0,10700000.0,2100000.0, Approved
2323,5, Not Graduate, Yes,200000,300000,10,704,500000.0,100000.0,800000.0,200000.0, Approved
2327,5, Graduate, Yes,8000000,21500000,12,779,2600000.0,15100000.0,29800000.0,10400000.0, Approved
2328,4, Graduate, Yes,6100000,21700000,6,860,13900000.0,900000.0,14100000.0,5600000.0, Approved
2329,5, Graduate, No,3200000,10600000,2,432,6500000.0,3700000.0,11200000.0,3700000.0, Approved
2330,4, Graduate, Yes,9000000,30400000,20,532,21000000.0,7400000.0,30500000.0,13100000.0, Rejected
2332,3, Graduate, No,7900000,27000000,6,601,17700000.0,7800000.0,27600000.0,11500000.0, Approved
2334,2, Not Graduate, No,4400000,16500000,16,879,7800000.0,7500000.0,10300000.0,5400000.0, Approved
2335,1, Not Graduate, No,3100000,11200000,18,665,2000000.0,5400000.0,12000000.0,2500000.0, Approved
2336,5, Not Graduate, Yes,2600000,9300000,16,697,5100000.0,1200000.0,7700000.0,3700000.0, Approved
2337,4, Graduate, No,5500000,21700000,14,867,5000000.0,8700000.0,15200000.0,3100000.0, Approved
2338,1, Graduate, No,5700000,15500000,8,544,10500000.0,8700000.0,20900000.0,7000000.0, Rejected
2339,5, Graduate, No,6100000,20700000,20,482,9400000.0,2000000.0,16900000.0,5900000.0, Rejected
2340,2, Graduate, No,8200000,22500000,18,857,13400000.0,14300000.0,28400000.0,8400000.0, Approved
2341,1, Graduate, No,6000000,21200000,12,549,17900000.0,8200000.0,16900000.0,6200000.0, Rejected
2342,1, Graduate, Yes,8000000,30600000,10,720,23700000.0,8500000.0,24900000.0,9700000.0, Approved
2343,4, Not Graduate, No,2000000,4800000,8,302,1500000.0,800000.0,4000000.0,2600000.0, Rejected
2344,5, Graduate, Yes,1300000,2900000,12,669,400000.0,1700000.0,3900000.0,1800000.0, Approved
2345,1, Graduate, No,7000000,27100000,6,591,6700000.0,12200000.0,21500000.0,4900000.0, Approved
2346,3, Graduate, No,4100000,15300000,6,440,7500000.0,5100000.0,8200000.0,2000000.0, Rejected
2348,4, Not Graduate, No,8100000,28000000,8,663,8800000.0,11300000.0,26000000.0,5500000.0, Approved
2351,2, Graduate, No,3900000,14700000,16,360,2600000.0,200000.0,8300000.0,2900000.0, Rejected
2352,1, Graduate, No,9100000,26200000,8,727,20800000.0,7100000.0,27800000.0,8900000.0, Approved
2354,4, Graduate, No,2000000,4300000,8,373,2000000.0,2700000.0,7700000.0,2200000.0, Rejected
2355,5, Graduate, No,6300000,14600000,8,469,13300000.0,10100000.0,24500000.0,3800000.0, Rejected
2357,0, Not Graduate, No,9800000,29400000,20,618,1200000.0,14600000.0,33800000.0,8300000.0, Approved
2358,2, Graduate, No,5200000,15400000,8,658,1200000.0,7500000.0,12800000.0,3200000.0, Approved
2360,3, Not Graduate, No,9200000,35500000,2,715,11100000.0,11800000.0,19800000.0,11700000.0, Approved
2361,5, Not Graduate, No,2200000,8100000,4,409,300000.0,0.0,4900000.0,2400000.0, Rejected
2363,3, Graduate, Yes,6100000,21600000,16,428,2900000.0,6100000.0,15100000.0,7200000.0, Rejected
2364,2, Graduate, No,4500000,16600000,20,704,6400000.0,4200000.0,16900000.0,2400000.0, Approved
2366,4, Not Graduate, No,8900000,34900000,14,694,15400000.0,2800000.0,20600000.0,9100000.0, Approved
2367,4, Graduate, Yes,3900000,13300000,20,453,9800000.0,500000.0,12300000.0,4700000.0, Rejected
2369,5, Not Graduate, No,6400000,22300000,12,776,500000.0,9100000.0,24100000.0,5800000.0, Approved
2370,1, Not Graduate, Yes,9500000,28700000,16,526,24600000.0,4900000.0,31800000.0,6600000.0, Rejected
2371,3, Graduate, Yes,300000,1000000,8,641,700000.0,200000.0,1100000.0,200000.0, Approved
2372,5, Not Graduate, No,4100000,12300000,6,582,10900000.0,6100000.0,14100000.0,3500000.0, Approved
2374,4, Graduate, No,9900000,28400000,10,763,23700000.0,12700000.0,35800000.0,5800000.0, Approved
2375,0, Not Graduate, No,4800000,19000000,12,650,7000000.0,1000000.0,15600000.0,4800000.0, Approved
2381,0, Graduate, Yes,200000,300000,18,520,100000.0,300000.0,600000.0,100000.0, Rejected
2382,2, Graduate, No,1400000,4700000,4,355,2100000.0,600000.0,4400000.0,1400000.0, Approved
2385,3, Graduate, Yes,9100000,30100000,14,564,26600000.0,7300000.0,22700000.0,8200000.0, Approved
2387,0, Not Graduate, Yes,5000000,17000000,6,624,6700000.0,6200000.0,15400000.0,5900000.0, Approved
2389,5, Not Graduate, Yes,8400000,18600000,20,703,2500000.0,7100000.0,28800000.0,9500000.0, Approved
2390,4, Graduate, No,7800000,17300000,4,394,3600000.0,13100000.0,24300000.0,7200000.0, Rejected
2392,1, Graduate, No,3200000,8800000,4,405,1000000.0,2600000.0,10700000.0,3400000.0, Rejected
2393,5, Graduate, Yes,2300000,6700000,16,612,6700000.0,3300000.0,8800000.0,2000000.0, Approved
2394,5, Not Graduate, Yes,9200000,28100000,10,448,22300000.0,3300000.0,33200000.0,10700000.0, Rejected
2395,2, Not Graduate, Yes,4700000,13700000,6,506,1300000.0,7900000.0,16700000.0,3500000.0, Rejected
2396,0, Not Graduate, Yes,8000000,30400000,2,776,16600000.0,1400000.0,29100000.0,7800000.0, Approved
2398,3, Not Graduate, No,200000,800000,20,730,0.0,300000.0,400000.0,300000.0, Approved
2400,4, Not Graduate, No,3300000,11800000,2,847,7800000.0,2400000.0,12100000.0,3000000.0, Approved
2405,2, Graduate, Yes,4300000,15200000,12,552,3400000.0,2100000.0,12700000.0,4800000.0, Approved
2406,3, Not Graduate, No,2600000,8100000,2,421,4200000.0,3100000.0,6200000.0,2500000.0, Approved
2410,0, Graduate, No,7700000,24800000,10,642,16800000.0,10700000.0,27400000.0,4500000.0, Approved
2411,1, Graduate, No,4700000,16800000,12,647,10400000.0,8300000.0,10600000.0,3400000.0, Approved
2412,5, Not Graduate, No,3000000,8900000,20,886,2600000.0,1000000.0,10600000.0,2800000.0, Approved
2413,4, Not Graduate, No,9700000,26200000,4,518,26200000.0,0.0,22500000.0,14000000.0, Rejected
2415,2, Not Graduate, Yes,3800000,12400000,8,340,1800000.0,2600000.0,9700000.0,2600000.0, Rejected
2417,2, Not Graduate, Yes,1200000,2900000,12,330,400000.0,1600000.0,3800000.0,600000.0, Rejected
2421,1, Not Graduate, No,7800000,21300000,10,326,22800000.0,10700000.0,18500000.0,4500000.0, Rejected
2422,4, Graduate, Yes,4700000,9500000,18,876,11800000.0,6600000.0,18000000.0,4100000.0, Approved
2425,3, Not Graduate, Yes,6100000,22800000,18,640,16800000.0,7300000.0,19600000.0,6000000.0, Approved
2426,0, Not Graduate, No,6000000,22900000,16,302,12200000.0,6500000.0,17700000.0,7100000.0, Rejected
2430,3, Graduate, No,9600000,37800000,10,418,6700000.0,5500000.0,34900000.0,11300000.0, Rejected
2431,3, Graduate, No,5600000,13400000,6,865,14900000.0,9700000.0,12300000.0,6000000.0, Approved
2432,4, Graduate, No,7800000,28600000,2,703,500000.0,12400000.0,29500000.0,10500000.0, Approved
2433,2, Graduate, Yes,4500000,12600000,2,568,6900000.0,3900000.0,17800000.0,2900000.0, Approved
2434,3, Graduate, No,2400000,5900000,2,425,1100000.0,500000.0,7400000.0,2500000.0, Rejected
2439,4, Not Graduate, No,6400000,24900000,2,640,10000000.0,5700000.0,18700000.0,6300000.0, Approved
2440,2, Graduate, No,4600000,15000000,4,817,7200000.0,2400000.0,13000000.0,6600000.0, Approved
2441,4, Graduate, No,7600000,29800000,20,361,13800000.0,5800000.0,15300000.0,5900000.0, Rejected
2442,5, Not Graduate, No,6800000,20100000,14,839,1900000.0,600000.0,15600000.0,7500000.0, Approved
2443,5, Graduate, No,7100000,27000000,20,592,5100000.0,9600000.0,20200000.0,7600000.0, Approved
2445,5, Not Graduate, Yes,5800000,12400000,6,847,5100000.0,9000000.0,14100000.0,7600000.0, Approved
2446,0, Graduate, Yes,8600000,29400000,16,643,1000000.0,14100000.0,33000000.0,12300000.0, Approved
2447,0, Graduate, Yes,3500000,10600000,4,389,8300000.0,4800000.0,9100000.0,2500000.0, Approved
2451,5, Not Graduate, Yes,4100000,12400000,8,309,8200000.0,1000000.0,13000000.0,3300000.0, Rejected
2452,5, Not Graduate, No,3200000,7400000,2,838,2200000.0,2900000.0,10200000.0,3600000.0, Approved
2456,1, Graduate, Yes,8400000,19700000,6,476,24700000.0,16500000.0,31800000.0,12100000.0, Rejected
2457,0, Not Graduate, Yes,7900000,26300000,8,666,4600000.0,9200000.0,18400000.0,11800000.0, Approved
2458,1, Graduate, Yes,2100000,4300000,20,896,100000.0,2300000.0,7500000.0,2300000.0, Approved
2459,2, Graduate, No,2500000,7000000,20,547,800000.0,1200000.0,5200000.0,2300000.0, Rejected
2461,5, Graduate, No,1100000,4000000,16,498,400000.0,100000.0,2300000.0,700000.0, Rejected
2462,5, Graduate, No,6500000,24800000,8,779,7000000.0,9600000.0,15700000.0,8800000.0, Approved
2463,0, Not Graduate, Yes,8200000,31500000,8,403,11500000.0,8800000.0,19000000.0,6100000.0, Rejected
2464,2, Not Graduate, No,5000000,12400000,8,709,11300000.0,6800000.0,13300000.0,4200000.0, Approved
2470,3, Not Graduate, No,2000000,4700000,14,673,800000.0,3400000.0,5900000.0,1500000.0, Approved
2472,1, Not Graduate, No,6000000,13600000,12,589,9000000.0,300000.0,12600000.0,7100000.0, Approved
2475,1, Graduate, Yes,7500000,25000000,18,628,3500000.0,2200000.0,21700000.0,4700000.0, Approved
2479,5, Graduate, No,7400000,27100000,4,320,19800000.0,14600000.0,25200000.0,9400000.0, Approved
2480,2, Graduate, No,2700000,9300000,16,656,7700000.0,2500000.0,6400000.0,3600000.0, Approved
2483,2, Not Graduate, No,3100000,10500000,10,751,5500000.0,5900000.0,9000000.0,1600000.0, Approved
2484,5, Not Graduate, No,4700000,17400000,2,523,10600000.0,7000000.0,10900000.0,5200000.0, Approved
2485,5, Graduate, No,3100000,10500000,6,584,7700000.0,2100000.0,10900000.0,2900000.0, Approved
2486,2, Not Graduate, No,5700000,20400000,2,630,3000000.0,3100000.0,22600000.0,2900000.0, Approved
2488,0, Not Graduate, Yes,6600000,18500000,16,802,14600000.0,1100000.0,21800000.0,9700000.0, Approved
2489,2, Graduate, Yes,2700000,6400000,18,547,5000000.0,1700000.0,9200000.0,1700000.0, Rejected
2491,1, Graduate, No,6600000,18500000,8,712,2300000.0,3200000.0,24400000.0,7600000.0, Approved
2493,5, Not Graduate, No,200000,600000,16,396,0.0,0.0,500000.0,200000.0, Rejected
2494,3, Graduate, No,2000000,4200000,6,831,1300000.0,1700000.0,6900000.0,1200000.0, Approved
2499,1, Not Graduate, No,2600000,8100000,12,854,4500000.0,5100000.0,6300000.0,2500000.0, Approved
2500,3, Not Graduate, Yes,2700000,6700000,14,899,2400000.0,4200000.0,6000000.0,2000000.0, Approved
2501,0, Not Graduate, Yes,3600000,13400000,6,589,3600000.0,0.0,11200000.0,4000000.0, Approved
2502,4, Graduate, Yes,7200000,26000000,6,571,4700000.0,0.0,22600000.0,4200000.0, Approved
2503,2, Not Graduate, Yes,2500000,6400000,6,708,6900000.0,200000.0,9900000.0,3500000.0, Approved
2504,2, Not Graduate, No,5500000,19600000,16,328,2400000.0,4800000.0,10900000.0,3700000.0, Rejected
2505,3, Graduate, Yes,9200000,33500000,8,564,20800000.0,15200000.0,29800000.0,11400000.0, Approved
2507,4, Not Graduate, Yes,5900000,15000000,14,626,16400000.0,4600000.0,17600000.0,8200000.0, Approved
2508,4, Graduate, No,5600000,15600000,12,470,9900000.0,10700000.0,14600000.0,7000000.0, Rejected
2512,4, Graduate, No,7300000,14900000,2,358,13600000.0,12300000.0,20400000.0,7300000.0, Rejected
2515,3, Graduate, No,500000,1700000,10,509,400000.0,300000.0,1400000.0,300000.0, Rejected
2516,2, Not Graduate, Yes,5700000,20500000,20,581,15200000.0,7800000.0,11400000.0,8500000.0, Approved
2517,4, Graduate, No,300000,1100000,4,359,100000.0,0.0,1000000.0,200000.0, Approved
2518,5, Graduate, Yes,2100000,7100000,10,517,1200000.0,2900000.0,5400000.0,1400000.0, Rejected
